Complex Group,Product Name,Merchant Id,MRP,Price,Brand,Vertical Id,Validate,Status,Fulfillment Service,Managed By Paytm,Salesforce Case Id,Merchant SKU,Return Policy Id,Category Id 1,Image Folder,Prefetch Title,videos,video_thumbnail,Online,Paytm SKU,ProductId,,,
1678091388853A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5693,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714BB1A9A4,343980245,,,
1678091388891A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5731,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715E924A35,343980248,,,
1678091388771A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5611,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716D664280,343980235,,,
1678091388775A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5615,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716A0B8699,343980236,,,
1678091388471A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5311,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716BAD806B,343980242,,,
1678091388787A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5627,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AF28B476,343980238,,,
1678091388786A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5626,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D82F84E0,343980250,,,
1678091388869A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5709,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717B6491C4,343980259,,,
1678091388873A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5713,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667182AA499B,343980261,,,
1678091388774A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5614,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711D0CB60F,343980237,,,
1678091388788A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5628,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713F97A9E7,343980253,,,
1678091388868A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5708,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C63A152,343980260,,,
1678091388876A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5716,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F2C0BD14,343980264,,,
1678091388889A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5729,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714952F346,343980271,,,
1678091388874A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5714,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711CCEDC38,343980262,,,
1678091388890A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5730,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667129957AA3,343980270,,,
1678091388877A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5717,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667185C78D82,343980263,,,
1678091388781A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5621,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671464B1143,343980251,,,
1678091388794A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5634,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712F3AD48D,343980256,,,
1678091388914A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5754,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667178A2193C,343980272,,,
1678091388915A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5755,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FA529AA,343980274,,,
1678091388489A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5329,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714E5B5B9A,343980265,,,
1678091388525A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5365,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712381D2B5,343980266,,,
1678091388905A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5745,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667116BE18EB,343980273,,,
1678091388780A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5620,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671314C21D5,343980252,,,
1678091388503A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5343,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F8D41502,343980268,,,
1678091388490A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5330,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712E9CD27F,343980267,,,
1678091388904A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5744,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667161B9287D,343980275,,,
1678091388880A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5720,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671308E4BE2,343980277,,,
1678091388800A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5640,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667167168653,343980254,,,
1678091388500A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5340,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667161DD44B8,343980269,,,
1678091388881A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5721,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667147897B74,343980278,,,
1678091388897A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5737,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B7F1EF00,343980286,,,
1678091388801A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5641,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711011B6C5,343980255,,,
1678091388887A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5727,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AEEADE41,343980287,,,
1678091388903A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5743,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FFDDBDDE,343980289,,,
1678091388899A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5739,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715049C207,343980276,,,
1678091388902A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5742,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667188DA8D48,343980288,,,
1678091388907A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5747,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F8B079C7,343980292,,,
1678091388923A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5763,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CDEBDF5C,343980298,,,
1678091388924A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5764,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671538F4AFF,343980299,,,
1678091388802A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5642,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718918E77F,343980257,,,
1678091388813A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5653,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E704E6A8,343980282,,,
1678091388793A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5633,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B15E412E,343980258,,,
1678091388930A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5770,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714DF9BFA7,343980300,,,
1678091388886A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5726,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D9EDEED7,343980290,,,
1678091388807A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5647,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F97213F0,343980283,,,
1678091388822A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5662,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BB2E85FD,343980285,,,
1678091388823A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5663,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CC29B56B,343980284,,,
1678091388896A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5736,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C0F6DF96,343980291,,,
1678091388900A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5740,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667166D4EC64,343980280,,,
1678091388898A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5738,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671274EF291,343980279,,,
1678091388906A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5746,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718FB74951,343980281,,,
1678091388913A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5753,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E6C68C9F,343980312,,,
1678091388536A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5376,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A393B24E,343980293,,,
1678091388528A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5368,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715D30AE08,343980294,,,
1678091388936A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5776,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A49A1A92,343980314,,,
1678091388952A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5792,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713D74F305,343980315,,,
1678091388526A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5366,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BA88830F,343980295,,,
1678091388531A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5371,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713DF727ED,343980297,,,
1678091388922A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5762,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BAECEFCA,343980313,,,
1678091388827A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5667,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CB447172,343980301,,,
1678091388844A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5684,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CCCE0D46,343980303,,,
1678091388944A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5784,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CD0C6771,343980316,,,
1678091388527A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5367,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CD8FB399,343980296,,,
1678091388943A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5783,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715368F2D2,343980318,,,
1678091388828A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5668,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715BFB6CE3,343980302,,,
1678091388834A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5674,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714B561189,343980306,,,
1678091388957A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5797,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714D1E078A,343980317,,,
1678091388939A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5779,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667134250703,343980322,,,
1678091388940A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5780,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CA61A368,343980319,,,
1678091388845A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5685,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BBC93DD0,343980304,,,
1678091388951A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5791,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A47DA2BF,343980321,,,
1678091388537A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5377,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D49482D8,343980310,,,
1678091388538A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5378,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671442B9F49,343980308,,,
1678091388929A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5769,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712D3E3642,343980327,,,
1678091388948A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5788,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C4BA2B5A,343980326,,,
1678091388919A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5759,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716136581,343980328,,,
1678091388910A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5750,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717FCFDD25,343980329,,,
1678091388542A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5382,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667123666A98,343980309,,,
1678091388836A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5676,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A55870A5,343980305,,,
1678091388934A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5774,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714A947BBE,343980323,,,
1678091388901A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5741,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667111D3DCF2,343980331,,,
1678091388920A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5760,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667154E28EE6,343980330,,,
1678091388937A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5777,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D39D2A04,343980337,,,
1678091388938A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5778,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667143223795,343980338,,,
1678091388554A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5394,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D31EFEEC,343980311,,,
1678091388555A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5395,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A419CE7A,343980325,,,
1678091388942A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5782,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671246FC244,343980324,,,
1678091388835A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5675,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713C51211F,343980307,,,
1678091388848A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5688,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C578416D,343980340,,,
1678091388857A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5697,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714CDC6DBD,343980341,,,
1678091388956A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5796,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713A19371C,343980339,,,
1678091388909A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5749,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711F0854C0,343980334,,,
1678091388933A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5773,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D4F0EE1D,343980332,,,
1678091388850A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5690,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D2B8F81E,343980342,,,
1678091388860A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5700,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712B82960,343980347,,,
1678091388543A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5383,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667154615A0E,343980320,,,
1678091388928A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5768,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715A3906D4,343980343,,,
1678091388926A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5766,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BD812BD3,343980333,,,
1678091388849A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5689,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B27F71FB,343980346,,,
1678091388870A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5710,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711BA31821,343980350,,,
1678091388875A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5715,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716BC9ECAE,343980353,,,
1678091388921A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5761,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667123E5BE70,343980335,,,
1678091388990A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5830,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667122C93D9E,343980355,,,
1678091388986A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5826,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D2B1A9EA,343980356,,,
1678091388561A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5401,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667177F9A7AF,343980361,,,
1678091388568A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5408,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E251F0B,343980363,,,
1678091388862A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5702,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671ECB6484C,343980348,,,
1678091388947A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5787,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671540536CB,343980354,,,
1678091388861A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5701,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667175BF19F6,343980349,,,
1678091388908A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5748,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671680F6456,343980336,,,
1678091388577A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5417,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671878133DB,343980362,,,
1678091388583A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5423,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671ABC1A401,343980366,,,
1678091388935A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5775,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713D934B28,343980344,,,
1678091388865A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5705,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667172D2DDEF,343980351,,,
1678091388866A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5706,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EBDB8C55,343980352,,,
1678091388965A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5805,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671798E9AD2,343980358,,,
1678091388978A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5818,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711E24D72E,343980357,,,
1678091388610A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5450,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717D89637C,343980364,,,
1678091388620A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5460,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667156A430BF,343980365,,,
1678091388927A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5767,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CA861B45,343980345,,,
1678091388983A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5823,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A2DB5D65,343980359,,,
1678091388984A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5824,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713CBFC8C6,343980360,,,
1678091388966A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5806,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E087CB68,343980370,,,
1678091388879A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5719,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671627FA085,343980368,,,
1678091388893A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5733,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B09C2B19,343980369,,,
1678091388892A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5732,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C79B1B8F,343980373,,,
1678091388963A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5803,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667190ED3FE7,343980378,,,
1678091388964A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5804,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E89AA44,343980379,,,
1678091388884A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5724,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667137E38FFB,343980374,,,
1678091388895A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5735,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667159FF8E2C,343980376,,,
1678091388911A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5751,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718C8EDB3,343980375,,,
1678091388958A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5798,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DDA11A1B,343980380,,,
1678091388972A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5812,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FEF13E30,343980371,,,
1678091388885A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5725,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667140E4BF6D,343980377,,,
1678091388619A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5459,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671455DBD8,343980367,,,
1678091388611A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5451,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A8E53EA,343980372,,,
1678091388987A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5827,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A5B6997C,343980382,,,
1678091389001A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5841,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711A8F9BCF,343980383,,,
1678091388981A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5821,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714CD53C49,343980402,,,
1678091388985A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5825,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714BB8F850,343980403,,,
1678091388959A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5799,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AAA62A8D,343980381,,,
1678091388946A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5786,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712302065D,343980387,,,
1678091388995A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5835,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667152A3C911,343980384,,,
1678091388992A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5832,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CCC75CB2,343980386,,,
1678091388967A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5807,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719780FBFE,343980405,,,
1678091388980A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5820,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713BD20CDF,343980404,,,
1678091388954A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5794,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D4175630,343980389,,,
1678091388969A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5809,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717038D6F9,343980388,,,
